,name
170,antenna applicator
171,interference screw
172,cryoplasty balloon
173,bipolar applicator
174,annular transducer
175,non-infusible wire
176,surgical equipment
177,Swan-Ganz catheter
178,steerable wire tip
179,detachable balloon
180,pinhole collimator
181,synthetic material
182,implantable device
183,linear transducer
184,orthopedic device
185,multinuclear coil
186,tracheostomy tube
187,compliant balloon
188,ocular prosthesis
189,medication device
190,straight wire tip
191,stapes prostheses
192,thoracostomy tube
193,embolization coil
194,hemostatic sheath
195,drainage catheter
196,biopsy instrument
197,curved transducer
198,elliptical filter
199,temperature probe
200,syndesmotic screw
201,temperature patch
202,tympanostomy tube
203,cricothyroid tube
204,endotracheal tube
205,stabilization rod
206,nasotracheal tube
207,endovascular coil
208,orotracheal tube
209,hydrophilic wire
210,nasogastric tube
211,fiber applicator
212,pigtail catheter
213,endoluminal coil
214,orthopedic plate
215,embolic material
216,gravity injector
217,peel away sheath
218,bevel needle tip
219,ACL graft washer
220,antibiotic beads
221,external fixator
222,pediatric filter
223,orthopedic screw
224,mediastinal tube
225,separable filter
226,balloon catheter
227,linear shim coil
228,cochlear implant
229,brain stimulator
230,ACL graft button
231,ACL graft staple
232,cancellous screw
233,ij perm catheter
234,nephrostomy tube
235,ACL graft device
236,carmustine wafer
237,tube or catheter
238,endovaginal coil
239,internal fixator
240,orthopedic cast
241,fixation device
242,artificial disk
243,pulse generator
244,pinless fixator
245,external device
246,rating catheter
247,wound-vac drain
248,orogastric tube
249,straight sheath
250,microscopy coil
251,avalanche diode
252,xray collimator
253,endorectal coil
254,surgical cement
255,access catheter
256,neurostimulator
257,cutting balloon
258,drainage device
259,surgical staple
260,cervical collar
261,tissue expander
262,angled wire tip
263,calcaneal plate
264,traction device
265,sternotomy ties
266,imaging device
267,infusible wire
268,dental filling
269,Kurosaka screw
270,breast implant
271,cervical brace
272,shunt catheter
273,spinal implant
274,cardiac filter
275,cortical screw
276,surgical drain
277,Kirschner wire
278,medical device
279,power injector
280,medical object
281,k-space filter
282,nuclear camera
283,hybrid fixator
284,chain sutures
285,flexible coil
286,surgical clip
287,free silicone
288,venous filter
289,dental device
290,loop recorder
291,gradient coil
292,tubular plate
293,laser crystal
294,Herbert screw
295,needle sheath
296,pacing device
297,radial filter
298,pump injector
299,personal item
300,nuclear diode
301,trichobecaoar
302,nonstiff wire
303,surgical wire
304,perm catheter
305,pedicle screw
306,aneurysm clip
307,defibrillator
308,curved sheath
309,body piercing
310,Dobbhoff tube
311,feeding tube
312,tracker coil
313,biopsy brush
314,bridge plate
315,shot pellets
316,foreign body
317,anchor screw
318,Schanz screw
319,support rods
320,gamma camera
321,battery pack
322,spider plate
323,shunt tubing
324,gastric tube
325,caspar plate
326,Steinman pin
327,Fermi filter
328,fusion plate
329,ring fixator
330,blade plate
331,biopsy coil
332,core needle
333,orion plate
334,head filter
335,oral airway
336,phytobezoar
337,hearing aid
338,CT detector
339,body filter
340,skin staple
341,scar marker
342,prostheses
343,collimator
344,decoration
345,applicator
346,stiff wire
347,power pack
348,stimulator
349,needle tip
350,bone dowel
351,J wire tip
352,transducer
353,prosthesis
354,laser tip
355,CT device
356,PIN diode
357,shim coil
358,MR device
359,electrode
360,halo vest
361,Nanoknife
362,pacemaker
363,recorder
364,birdshot
365,fragment
366,adhesive
367,catheter
368,PC plate
369,fiducial
370,wire tip
371,Rush rod
372,shrapnel
373,buckshot
374,injector
375,expander
376,jewelry
377,monitor
378,pigtail
379,plastic
380,forceps
381,implant
382,balloon
383,denture
384,battery
385,T plate
386,missile
387,dilator
388,bezoar
389,marker
390,bullet
391,tattoo
392,device
393,staple
394,object
395,splint
396,needle
397,tubing
398,filter
399,cement
400,suture
401,sponge
402,pellet
403,screw
404,sling
405,glass
406,plate
407,valve
408,probe
409,drain
410,stent
411,clamp
412,knife
413,line
414,cath
415,ring
416,ties
417,lead
418,tail
419,wire
420,coin
421,pack
422,nail
423,tube
424,shot
425,clip
426,aicd
427,rod
428,tip
429,pin
430,bar
431,port
432,pacer
433,powerpack
434,anchor
435,anchor
436,pacemaker position
437,pacemaker position
438,pacemaker position
439,lead tips
440,lead tip
441,postsurgical hardware
442,hardware
