,name
306,multilumen
307,triangular
308,orthopedic
309,sequential
310,obstructed
311,lenticular
312,radiopaque
313,klebsiella
314,nonbilious
315,contiguous
316,diskogenic
317,high grade
318,anteverted
319,generative
320,hyperdense
321,artificial
322,infectious
323,marginated
324,subphrenic
325,osteolytic
326,reversible
327,levoconvex
328,horizontal
329,contracted
330,compressed
331,persistent
332,aneurysmal
333,suspicious
334,serpentine
335,congenital
336,lipid rich
337,aggressive
338,bronchitic
339,asymmetric
340,idiopathic
341,neoplastic
342,electronic
343,radiodense
344,innominate
345,increasing
346,continuous
347,conduction
348,multifocal
349,endoscopic
350,late onset
351,borderline
352,homogenous
353,implanted
354,worsening
355,flattened
356,depressed
357,uncrossed
358,localized
359,corrected
360,collapsed
361,extrinsic
362,screening
363,articular
364,arthritic
365,nonpatent
366,branching
367,ascending
368,equivocal
369,increased
370,malignant
371,unchanged
372,honeycomb
373,panoramic
374,reticular
375,congruent
376,calcified
377,decreased
378,enlarging
379,confluent
380,truncated
381,premature
382,ballistic
383,loculated
384,elongated
385,avascular
386,disrupted
387,permanent
388,bariatric
389,extensive
390,prostatic
391,chondroid
392,attendant
393,scoliotic
394,distended
395,lucencies
396,recurrent
397,platelike
398,traumatic
399,amorphous
400,prominent
401,bibasilar
402,spherical
403,opacified
404,semilobar
405,retracted
406,distorted
407,cavitated
408,senescent
409,sclerotic
410,non-solid
411,exophytic
412,bacterial
413,pneumonic
414,eccentric
415,expansile
416,prolapsed
417,polygonal
418,thickened
419,ulcerated
420,hypodense
421,lobulated
422,liquefied
423,post-void
424,segmental
425,watershed
426,caseating
427,fractured
428,operative
429,fungating
430,scattered
431,excellent
432,irregular
433,secondary
434,temporary
435,displaced
436,low grade
437,monopolar
438,punctate
439,atypical
440,shrunken
441,unlisted
442,specific
443,tortuous
444,occluded
445,unstable
446,wireless
447,tethered
448,improved
449,uncoiled
450,elevated
451,parallel
452,obscured
453,solitary
454,marginal
455,definite
456,reversed
457,discrete
458,spurring
459,detached
460,palpable
461,internal
462,ingested
463,multiple
464,fibrotic
465,indolent
466,advanced
467,splinted
468,vertical
469,callback
470,impinged
471,deflated
472,ischemic
473,tripolar
474,indented
475,positive
476,adjacent
477,pulmonic
478,cavitary
479,polypoid
480,moderate
481,previous
482,abnormal
483,reactive
484,inverted
485,surgical
486,metallic
487,interval
488,downhill
489,varicoid
490,patulous
491,purulent
492,atrophic
493,straight
494,kyphotic
495,manifest
496,axillary
497,residual
498,oriented
499,ununited
500,hydrated
501,baseline
502,chondral
503,gyriform
504,narrowed
505,necrotic
506,enlarged
507,apparent
508,ossified
509,invasive
510,ruptured
511,unipolar
512,complete
513,mucinous
514,engorged
515,lordotic
516,deviated
517,aphthous
518,unfolded
519,subacute
520,fusiform
521,fissural
522,septated
523,sagittal
524,negative
525,calcific
526,puckered
527,capsular
528,serrated
529,eggshell
530,expanded
531,bandlike
532,adynamic
533,inflated
534,globular
535,too much
536,anatomic
537,maximum
538,blunted
539,dilated
540,colonic
541,delayed
542,bilious
543,aerated
544,discoid
545,overuse
546,greater
547,maximal
548,spinous
549,aborted
550,annular
551,coronal
552,layered
553,fibrous
554,routine
555,impeded
556,lobular
557,miliary
558,bilobed
559,several
560,nodular
561,bullous
562,caliber
563,gaseous
564,pointed
565,exudate
566,shallow
567,gastric
568,unfused
569,largest
570,diffuse
571,oblique
572,angular
573,ossific
574,enteric
575,widened
576,chylous
577,primary
578,shifted
579,silicon
580,partial
581,plateau
582,bipolar
583,tubular
584,mineral
585,phrenic
586,typical
587,villous
588,foreign
589,lacunar
590,minimal
591,rounded
592,nuclear
593,infarct
594,extreme
595,obscure
596,splenic
597,sessile
598,thinned
599,streaky
600,rotated
601,grouped
602,complex
603,ectatic
604,crossed
605,abutted
606,blastic
607,lucency
608,basilar
609,limited
610,arcuate
611,sigmoid
612,calcite
613,mammary
614,concave
615,10-19mm
616,scarred
617,chronic
618,biliary
619,reduced
620,narrow
621,longer
622,smooth
623,eroded
624,lucent
625,dextro
626,serous
627,alobar
628,liquid
629,linear
630,beaded
631,rotary
632,before
633,bloody
634,cystic
635,global
636,fungal
637,uphill
638,barium
639,opaque
640,stable
641,benign
642,plural
643,larger
644,tilted
645,hiatal
646,cardio
647,likely
648,marked
649,simple
650,shaped
651,radial
652,absent
653,active
654,strong
655,healed
656,lesser
657,subtle
658,random
659,patchy
660,single
661,coiled
662,curved
663,slight
664,pelvic
665,occult
666,oblong
667,severe
668,mature
669,tented
670,convex
671,normal
672,pacing
673,turbid
674,coarse
675,thymic
676,broken
677,postop
678,entire
679,cloudy
680,patent
681,plain
682,?20mm
683,lytic
684,heavy
685,overt
686,faint
687,basal
688,mixed
689,lipid
690,major
691,light
692,large
693,fixed
694,giant
695,viral
696,focal
697,curly
698,black
699,bowed
700,exact
701,eight
702,hyper
703,ovoid
704,thick
705,after
706,acute
707,sharp
708,bulky
709,minor
710,clear
711,spina
712,fatty
713,final
714,brown
715,<10mm
716,trace
717,round
718,small
719,three
720,<20mm
721,fused
722,short
723,seven
724,multi
725,dense
726,rapid
727,loose
728,amber
729,white
730,solid
731,metal
732,nodal
733,deep
734,good
735,open
736,none
737,slow
738,free
739,dual
740,very
741,mild
742,high
743,flat
744,some
745,four
746,fair
747,nine
748,thin
749,oval
750,five
751,poor
752,wide
753,hazy
754,full
755,long
756,hard
757,many
758,tiny
759,non
760,tan
761,few
762,six
763,low
764,old
765,wet
766,pic
767,one
768,ten
769,all
770,two
771,new
772,bi
773,well aerated
774,indwelling
775,midline
776,unremarkable
777,intact
778,top normal
779,interval
780,normalsized
781,topnormalsized
782,uppernormalsized
783,topnormalsized
784,uppernormal
785,topnormal
786,uppernormal
787,atheromatous
788,atheromatous
789,early
790,elevantion
791,2cm
792,multilevel
