,name
255,extremity
256,posterior
257,cutaneous
258,metabolic
259,displaced
260,accessory
261,disrupted
262,auricular
263,laryngeal
264,bibasilar
265,subapical
266,prolapsed
267,panacinar
268,periphery
269,parahilar
270,pulmonary
271,meningeal
272,retracted
273,foraminal
274,bilateral
275,bronchial
276,perihilar
277,peridural
278,abdominal
279,pedicular
280,external
281,ureteral
282,inverted
283,cerebral
284,tracheal
285,cephalad
286,cervical
287,anterior
288,inferior
289,superior
290,eleventh
291,thoracal
292,subhilar
293,scapular
294,endplate
295,coronary
296,epidural
297,deviated
298,brachial
299,mainstem
300,lingular
301,valvular
302,arterial
303,biapical
304,skeletal
305,subdural
306,cortical
307,detached
308,urethral
309,alveolar
310,vascular
311,coracoid
312,acromial
313,thoracic
314,proximal
315,shifted
316,bibasal
317,hepatic
318,femoral
319,basilar
320,surface
321,azygous
322,humeral
323,xiphoid
324,enteral
325,carotid
326,pleural
327,cranial
328,petrous
329,central
330,gluteal
331,frontal
332,seventh
333,T10/T11
334,jugular
335,ventral
336,lateral
337,ectopic
338,sternal
339,vaginal
340,glenoid
341,T11/T12
342,twelfth
343,median
344,spinal
345,atrial
346,medial
347,costal
348,apical
349,column
350,rectal
351,recess
352,dental
353,eighth
354,pectus
355,dorsal
356,fourth
357,ostial
358,neural
359,T12/L1
360,center
361,T9/T10
362,distal
363,pleuro
364,buccal
365,septal
366,second
367,caudal
368,cavity
369,lumbar
370,caudad
371,mitral
372,C4/C5
373,S3/S4
374,neuro
375,lower
376,intra
377,curve
378,third
379,S2/S3
380,S4/S5
381,hilar
382,T7/T8
383,first
384,upper
385,C1/C2
386,supra
387,outer
388,T3/T4
389,C3/C4
390,fifth
391,L2/L3
392,renal
393,lobar
394,T5/T6
395,C2/C3
396,right
397,axial
398,C6/C7
399,vagal
400,T2/T3
401,chest
402,L4/L5
403,ulnar
404,nasal
405,dural
406,T1/T2
407,sixth
408,L5/S1
409,T8/T9
410,T4/T5
411,C7/T1
412,infra
413,tenth
414,C5/C6
415,L3/L4
416,T6/T7
417,ninth
418,S1/S2
419,L1/L2
420,super
421,caval
422,lung
423,11th
424,both
425,oral
426,pial
427,left
428,12th
429,side
430,para
431,10th
432,8th
433,T12
434,2nd
435,T11
436,5th
437,7th
438,9th
439,T10
440,3rd
441,4th
442,mid
443,1st
444,6th
445,L5
446,C7
447,C6
448,T7
449,T3
450,T9
451,T8
452,S5
453,S2
454,C8
455,T6
456,L3
457,C5
458,C1
459,C3
460,S3
461,T2
462,L1
463,S4
464,T5
465,C4
466,C2
467,L4
468,T4
469,T1
470,L2
471,S1
472,cardiac
473,cardia
474,regional
475,soft tissue
476,tissue
477,aortic
478,cardiothymic
479,extrathoracic
480,bony
481,pulmonary
482,transverse
483,transverse
