,name
212,capsule appearance (liver)
213,Erlenmeyer flask deformity
214,lace-like pattern of joint
215,inflammatory bowel disease
216,degenerative polyarthritis
217,inflammatory fibroid polyp
218,intracortical osteosarcoma
219,ulcer-within-an-ulcer sign
220,breast implant observation
221,clustered ring enhancement
222,ameloblastic odontosarcoma
223,confluent fibrosis (liver)
224,squamous odontogenic tumor
225,signet ring sign of kidney
226,white matter buckling sign
227,holoprosencephaly sequence
228,vacuolar myelopathy of HIV
229,intraductal calcifications
230,inverted Napoleon hat sign
231,large cell medulloblastoma
232,neurogenic pulmonary edema
233,postoperative complication
234,dissecting aortic aneurysm
235,medullary nephrocalcinosis
236,broad based disc extrusion
237,juvenile ossifying fibroma
238,mesenchymal chondrosarcoma
239,TIMI grade 0: no perfusion
240,odontogenic carcinosarcoma
241,double bronchial wall sign
242,cerebellar liponeurocytoma
243,rosary bead esophagus sign
244,whalebone-in-a-corset sign
245,lateral femoral notch sign
246,Mickey Mouse sign of liver
247,diffuse intimal thickening
248,pectoralis muscle invasion
249,occipital condyle fracture
250,pearl necklace gallbladder
251,ingestion-induced disorder
252,thromboangiitis obliterans
253,pancreatic cystic neoplasm
254,distended common bile duct
255,post-ictal pulmonary edema
256,gastric outlet obstruction
257,segmental renal hypoplasia
258,hole-within-a-hole pattern
259,neurogenic bladder disease
260,mucoid degeneration of ACL
261,wedge compression fracture
262,blister-of-the-cervix sign
263,circumscribed neurofibroma
264,cartilage-forming neoplasm
265,mitral valve insufficiency
266,chiari malformation type I
267,bulges capsule of prostate
268,diabetic cheiroarthropathy
269,arteriovenous malformation
270,spastic urinary tract sign
271,mixed mullerian duct tumor
272,flame shaped breast tissue
273,Spanish toxic oil syndrome
274,primary systemic arteritis
275,cystic adventitial disease
276,radiation-induced disorder
277,Wimberger sign of syphilis
278,chromophobe adenocarcinoma
279,ancillary features (liver)
280,non-solid pulmonary nodule
281,familial aplasia of vermis
282,sequestrated disc fragment
283,enlarged parietal foramina
284,lace-like pattern of ovary
285,restrictive cardiomyopathy
286,disorder due to drug abuse
287,signal-related observation
288,polycystic kidney disease
289,nonenhancing central scar
290,lymphatic vessel neoplasm
291,osteochondritis dissecans
292,Brunner gland hyperplasia
293,graft versus host disease
294,labyrinthine ossification
295,interstitial lung disease
296,ventricular septal defect
297,oligodendroglial neoplasm
298,neutropenic enterocolitis
299,rocker-bottom thymus sign
300,tracheoesophageal fistula
301,crystal induced arthritis
302,ameloblastic fibrosarcoma
303,granular cell myoblastoma
304,satellite lesions present
305,peripheral calcifications
306,primary biliary cirrhosis
307,hemolytic uremic syndrome
308,retracts capsule of liver
309,vascular loop compression
310,Frostberg inverted-3 sign
311,half moon sign (shoulder)
312,hypersensitivity angiitis
313,astrocytoma WHO grade III
314,spoke wheel sign of bowel
315,Hill-Sachs deformity sign
316,bronchial wall thickening
317,external abdominal hernia
318,renovascular hypertension
319,cortical bone observation
320,cancer of unknown primary
321,foramen of Winslow hernia
322,clear cell adenocarcinoma
323,navicular fat stripe sign
324,Salter type VIII fracture
325,tumor-like lesion of bone
326,multicentric osteosarcoma
327,foraminal spinal stenosis
328,renal parenchymal disease
329,alkaline-induced disorder
330,signal void from artifact
331,bird's beak sign of colon
332,nonoxidant gas inhalation
333,inert dust pneumoconiosis
334,congenital inclusion cyst
335,intravertebral herniation
336,fine linear calcification
337,infantile myofibromatosis
338,posterior tracheal stripe
339,constrictive pericarditis
340,dementia with Lewy bodies
341,immunodeficiency disorder
342,bronchoesophageal fistula
343,arcuate ligament syndrome
344,extrapontine myelinolysis
345,transtentorial herniation
346,target sign of bowel wall
347,Cooper's ligament changes
348,continuous diaphragm sign
349,signet ring sign of chest
350,abuts capsule of prostate
351,renal spondyloarthropathy
352,periureteric diverticulum
353,fracture healing disorder
354,transient ischemic attack
355,neurodegenerative disease
356,lesion effect on prostate
357,heterogeneous enhancement
358,orthopedic device problem
359,meningothelial meningioma
360,obstructive hydrocephalus
361,disappearing ellipse sign
362,biphasic synovial sarcoma
363,lysosomal storage disease
364,arthritis of alkaptonuria
365,deep grey nuclei disorder
366,clear cell chondrosarcoma
367,necrotizing enterocolitis
368,collecting duct carcinoma
369,mixed enhancement pattern
370,saber sheath trachea sign
371,traction bronchiolectasis
372,focal nodular hyperplasia
373,fetal biophysical profile
374,parenchymal opacification
375,alkaline reflux gastritis
376,cardiopulmonary pathology
377,benign odontogenic tumour
378,right paratracheal stripe
379,fibroblastic osteosarcoma
380,internal abdominal hernia
381,vascular convergence sign
382,molar tooth sign of brain
383,avulsed meniscal fragment
384,partial hydatidiform mole
385,serous cystadenocarcinoma
386,carotid cavernous fistula
387,liver imaging observation
388,retroperitoneal fibrosis
389,skewed nasal septum sign
390,reactive airways disease
391,sclerosing osteomyelitis
392,acalculous cholecystitis
393,Fleischner sign of ileum
394,patent ductus arteriosus
395,asbestos-related disease
396,moderately smooth margin
397,carbon monoxide toxicity
398,tram track sign of brain
399,intramuscular hemangioma
400,neurofibromatosis type 2
401,grade III chondromalacia
402,lymphangioleiomyomatosis
403,fibroblastic liposarcoma
404,ear-nose-throat disorder
405,dripping candle wax sign
406,irritable bowel syndrome
407,hepatocellular carcinoma
408,alcohol-induced disorder
409,dystrophic calcification
410,astrocytoma WHO grade II
411,round nipple shadow sign
412,post-infective arthritis
413,reversed appearance sign
414,astrocytoma WHO grade IV
415,meningioma WHO grade III
416,antral mucosal diaphragm
417,dysgenesis of cerebellum
418,mucoepidermoid carcinoma
419,calcifications in a mass
420,relapsing polychondritis
421,target sign of extremity
422,colitis cystica profunda
423,Fleischner sign of chest
424,choroid plexus papilloma
425,gallstone in gallbladder
426,focal amyloid deposition
427,esthesioneuroepithelioma
428,malignant otitis externa
429,gravitational shift sign
430,tram track sign of chest
431,mass enhancement pattern
432,pathophysiologic finding
433,pericardial fat tag sign
434,embryonal cell carcinoma
435,aggressive osteoblastoma
436,osteitis fibrosa cystica
437,oncocytic adenocarcinoma
438,cavernous transformation
439,sideswipe elbow fracture
440,balloon-on-a-string sign
441,telephone receiver femur
442,congenital cholesteatoma
443,osteoarthritis deformans
444,diffuse esophageal spasm
445,choroid plexus carcinoma
446,gangrenous cholecystitis
447,renal calyceal axis sign
448,dark internal septations
449,abnormal implant contour
450,eosinophilic esophagitis
451,apophyseal ring fracture
452,lymphocytic hypophysitis
453,eosinophilic cholangitis
454,Wimberger sign of scurvy
455,fibroepithelial neoplasm
456,extrathyroidal extension
457,pericardial constriction
458,clay shoveler's fracture
459,soft tissue perineurioma
460,non-circumscribed margin
461,pseudoxanthoma elasticum
462,intracranial hypotension
463,heterotopic ossification
464,juvenile xanthogranuloma
465,adrenal cortical adenoma
466,posterior urethral valve
467,nonobstructive megacolon
468,architectural distortion
469,Osgood-Schlatter disease
470,keyhole sign of duodenum
471,lying-down adrenal gland
472,rhabdomyomatous neoplasm
473,mucinous cystic neoplasm
474,intraneural perineurioma
475,vascular anomaly (liver)
476,visible internal vessels
477,alobar holoprosencephaly
478,suspicious calcification
479,cerebrospinal fluid leak
480,indirect inguinal hernia
481,adenoid cystic carcinoma
482,gemistocytic astrocytoma
483,cancellous ulcer osteoma
484,protoplasmic astrocytoma
485,double decidual sac sign
486,thoracic outlet syndrome
487,idiopathic polyarthritis
488,neurofibromatosis type 1
489,Salter type VII fracture
490,atherosclerotic aneurysm
491,gallbladder inertia sign
492,caustic-induced disorder
493,obscured outer edge sign
494,non-HCC liver malignancy
495,myxopapillary ependymoma
496,nephrogenic adenofibroma
497,pneumatosis intestinalis
498,mucinous adenocarcinoma
499,talocalcaneal coalition
500,tumor in vein (LI-RADS)
501,endomyocardial fibrosis
502,squamous cell carcinoma
503,red blood cell disorder
504,Guillain-Barre syndrome
505,lobar holoprosencephaly
506,sialodochitis fibrinosa
507,epithelial mesothelioma
508,transfusional siderosis
509,pseudo-neuroarthropathy
510,pyrophosphate arthritis
511,corduroy cloth vertebra
512,type 2 hangman fracture
513,duodenal wind sock sign
514,medullary sponge kidney
515,intermediate transition
516,homogeneous enhancement
517,stretched bronchus sign
518,anomaly of chromosome X
519,bowel motility disorder
520,lipoid dermatoarthritis
521,hypernephroma halo sign
522,Salter type IX fracture
523,periosteal osteosarcoma
524,vertebral fade-off sign
525,rim sign of gallbladder
526,scimitar sign of artery
527,transitional meningioma
528,lipomatous infiltration
529,transmesosigmoid hernia
530,classic medulloblastoma
531,cortical erosion absent
532,reticulonodular pattern
533,liver score designation
534,cerebrovascular disease
535,migratory polyarthritis
536,frontotemporal dementia
537,Salter type VI fracture
538,periprosthetic fracture
539,obstructive cholangitis
540,hereditary pancreatitis
541,epicardial fat pad sign
542,ischemic cardiomyopathy
543,ectopic pancreatic rest
544,2-column burst fracture
545,cardiovascular disorder
546,keyhole sign of bladder
547,pencil-in-cup deformity
548,Essex-Lopresti fracture
549,type 1 hangman fracture
550,cubital tunnel syndrome
551,squamous adenocarcinoma
552,Erdheim-Chester disease
553,tuberculous spondylitis
554,visible anatomic entity
555,migrated disc extrusion
556,astrocytoma WHO grade I
557,falciform ligament sign
558,gastroesophageal reflux
559,celery stalk metaphysis
560,blood products (lesion)
561,intramesosigmoid hernia
562,type 3 hangman fracture
563,multiple system atrophy
564,ependymoma WHO grade II
565,endolymphatic sac tumor
566,intraosseous hemangioma
567,closed-loop obstruction
568,central spinal stenosis
569,retrolental fibroplasia
570,pleomorphic liposarcoma
571,pronator quadratus sign
572,traction bronchiectasis
573,small cell osteosarcoma
574,bulges capsule of liver
575,teardrop sign of orbits
576,emphysematous gastritis
577,granulomatous synovitis
578,Wernicke encephalopathy
579,posterior junction line
580,choroid plexus neoplasm
581,intraarticular fracture
582,amniotic fluid embolism
583,adenosquamous carcinoma
584,negative ulnar variance
585,eosinophilic ureteritis
586,positive ulnar variance
587,bell-shaped ureter sign
588,subarachnoid hemorrhage
589,rat tail narrowing sign
590,thanatophoric dysplasia
591,adductor canal syndrome
592,3-column burst fracture
593,suppurative thyroiditis
594,autoimmune pancreatitis
595,grade II chondromalacia
596,injury due to frostbite
597,neurocutaneous syndrome
598,rim enhancement pattern
599,proliferative synovitis
600,early filling vein sign
601,neuroendocrine neoplasm
602,squeezed ventricle sign
603,giant cell glioblastoma
604,Trummerfeld scurvy zone
605,widened disk space sign
606,fibromuscular dysplasia
607,uveomeningitic syndrome
608,local tumor progression
609,tricuspid valve disease
610,myxomatous degeneration
611,centrilobular emphysema
612,right esophageal stripe
613,lumen with a lumen sign
614,retroanastomotic hernia
615,diffuse skin thickening
616,osteogenesis imperfecta
617,carcinoid heart disease
618,cardiopulmonary process
619,obstructs biliary ducts
620,disorder of spinal cord
621,gastric cannonball sign
622,congenital malformation
623,infective polyarthritis
624,enterocutaneous fistula
625,grade IV chondromalacia
626,paraneoplastic syndrome
627,cardiopulmonary disease
628,meningioma WHO grade II
629,amorphous calcification
630,mega-aeroesophagus sign
631,psammomatous meningioma
632,tip of the iceberg sign
633,incomplete fissure sign
634,teardrop sign of ankle
635,ankylosing spondylitis
636,abuts capsule of liver
637,vascular calcification
638,vacuum disk phenomenon
639,eosinophilic granuloma
640,maiden waist deformity
641,proliferation disorder
642,detrusor hyperreflexia
643,calcification disorder
644,plexiform neurofibroma
645,metabolic bone disease
646,eosinophilic pneumonia
647,Pellegrini-Stieda sign
648,leiomyomatous neoplasm
649,interstitial line sign
650,drooping shoulder sign
651,developmental disorder
652,enhancing central scar
653,Salter-Harris fracture
654,transchondral fracture
655,nasal septum deviation
656,bridging vascular sign
657,left esophageal stripe
658,extracapsular silicone
659,vascular plethora sign
660,spermatocytic seminoma
661,Machado-Joseph disease
662,peripheral bubble sign
663,struggling antrum sign
664,superior triangle sign
665,afferent loop syndrome
666,erosive osteoarthritis
667,figure 8 sign of brain
668,empty mediastinum sign
669,villonodular synovitis
670,button sequestrum sign
671,fibrillary astrocytoma
672,pituitary microadenoma
673,solid pulmonary nodule
674,calyceal crescent sign
675,Wallerian degeneration
676,hepatic fat deposition
677,direct inguinal hernia
678,metaplastic meningioma
679,middle aortic syndrome
680,veno-occlusive disease
681,ependymoma WHO grade I
682,dilated cardiomyopathy
683,endplate marrow change
684,multi-infarct dementia
685,hepatocellular adenoma
686,dysbaric osteonecrosis
687,polymyalgia rheumatica
688,solitary fibrous tumor
689,acquired cholesteatoma
690,interstitial pneumonia
691,thyroglossal duct cyst
692,hilum convergence sign
693,mandibular mantle sign
694,carcinoid valvulopathy
695,hypertrophic gastritis
696,transverse stripe sign
697,eosinophilic gastritis
698,fuzzy fluid level sign
699,diastolic washout sign
700,enhancement uniformity
701,pulmonary hypertension
702,epithelioid hemangioma
703,serpiginous tract sign
704,lesion transition zone
705,capillary malformation
706,grade I chondromalacia
707,insufficiency fracture
708,pseudomyxoma peritonei
709,one-bone-two-bone sign
710,pelvic or groin hernia
711,juxtaphrenic peak sign
712,infectious esophagitis
713,lymphatic malformation
714,cluster-of-grapes sign
715,brownian movement sign
716,density-related entity
717,gallstone in bile duct
718,efferent loop syndrome
719,spontaneous hemorrhage
720,valvular heart disease
721,perilesional steatosis
722,scallop sign of pleura
723,boot-shaped heart sign
724,arthroplasty loosening
725,interstitial emphysema
726,transient osteoporosis
727,microcystic meningioma
728,round cell liposarcoma
729,meningioma WHO grade I
730,situs inversus totalis
731,fluorocarbon poisoning
732,ectopic gastric mucosa
733,external hydrocephalus
734,attachment to bronchus
735,kissing sequestra sign
736,bronchiolar prominence
737,endemic osteoarthritis
738,acute serous synovitis
739,interstitial nephritis
740,ductal wall thickening
741,pie-in-the-sky bladder
742,aortic swallowing sign
743,parachute mitral valve
744,indefinite uterus sign
745,midsternal stripe sign
746,glutaraldehyde colitis
747,ischemic heart disease
748,disorder of peritoneum
749,calcific periarthritis
750,half moon sign (chest)
751,pituitary macroadenoma
752,Wegener granulomatosis
753,parosteal osteosarcoma
754,oxidant gas inhalation
755,Wernig-Hoffman disease
756,hepatic encephalopathy
757,dependent viscera sign
758,posterior wedging sign
759,carpal tunnel syndrome
760,small-bowel feces sign
761,angiomatous meningioma
762,bullet and bodkin sign
763,fragment-in-notch sign
764,lesion effect on liver
765,cholesterol deposition
766,transmesenteric hernia
767,microvascular ischemia
768,yo-yo-on-a-string sign
769,atherosclerotic plaque
770,Schneiderian papilloma
771,neuromuscular fracture
772,deQuervain dislocation
773,acute tubular necrosis
774,left atrial notch sign
775,tension pneumocephalus
776,asymmetric enhancement
777,increasing enhancement
778,distorts hepatic vein
779,cloacogenic carcinoma
780,acute external otitis
781,suppurative arthritis
782,ataxia telangiectasia
783,orbital wall fracture
784,discarded string sign
785,white line of Frankel
786,degenerative disorder
787,curvature malposition
788,insecticide poisoning
789,scallop sign of wrist
790,foreign body embolism
791,enterovesical fistula
792,bone-forming neoplasm
793,holly leaf appearance
794,sliding hiatal hernia
795,acinar cell carcinoma
796,microlobulated margin
797,reticular enhancement
798,mucopolysaccharidosis
799,paradoxical halo sign
800,migrating staple sign
801,plant thorn synovitis
802,intrahepatic gas sign
803,salt and pepper skull
804,juxtaglomerular tumor
805,biphasic mesothelioma
806,necrotizing fasciitis
807,mixed germ cell tumor
808,Weber type A fracture
809,halo sign of duodenum
810,Letterer-Siwe disease
811,enteroenteric fistula
812,Liffert-Arkin disease
813,xanthoma disseminatum
814,tracheal overlap sign
815,papillary cystadenoma
816,hematoma/blood signal
817,thickened sclera sign
818,mixed Mullerian tumor
819,corkscrew collaterals
820,disorder of pregnancy
821,avulsed bone fragment
822,diaphragmatic rupture
823,pseudo-osteoarthritis
824,diastrophic dysplasia
825,silver fork deformity
826,esthesioneuroblastoma
827,growing calculus sign
828,chondromyxoid fibroma
829,kinky chest tube sign
830,Hashimoto thyroiditis
831,familial dysautonomia
832,tumor in hepatic vein
833,clear cell meningioma
834,hide-bound bowel sign
835,hydropneumoperitoneum
836,ductal adenocarcinoma
837,lymphoepithelial cyst
838,contracting cord sign
839,superficial siderosis
840,hyperextension injury
841,vascular malformation
842,multiple lesions 6-10
843,porcelain gallbladder
844,small-airways disease
845,Loeffler endocarditis
846,arterial cut-off sign
847,anastomotic narrowing
848,parallel channel sign
849,costal cartilage sign
850,fibrosing colonopathy
851,floating viscera sign
852,paintbrush appearance
853,cholesterol granuloma
854,shepherd's crook sign
855,sigmoid elevator sign
856,watering can perineum
857,paraesophageal hernia
858,pistol grip deformity
859,Weber type B fracture
860,eosinophilic cystitis
861,vesicoureteral reflux
862,cocktail sausage sign
863,myocardial infarction
864,Rosai-Dorfman disease
865,chest tube entrapment
866,lower esophageal ring
867,focal disc protrusion
868,arteriovenous fistula
869,drug-induced disorder
870,atheromatous embolism
871,diffuse axonal injury
872,lesion rim or capsule
873,ascending cholangitis
874,symmetric enhancement
875,trabecular thickening
876,perilymphatic fistula
877,anaplastic ependymoma
878,lesion characteristic
879,golf ball-on-tee sign
880,alkaline encrustation
881,periosteal osteophyte
882,intrauterine synechia
883,fibroepithelial polyp
884,tibiotalar slant sign
885,eye-of-the-tiger sign
886,focal skin thickening
887,glycogenic acanthosis
888,mesenchymal hamartoma
889,anaplastic meningioma
890,abdominal wall hernia
891,pilocytic astrocytoma
892,hiked-up renal pelvis
893,condylomata acuminata
894,demyelinating disease
895,blood vessel neoplasm
896,extrapleural air sign
897,homogeneous retention
898,myxoid chondrosarcoma
899,pneumoarthrogram sign
900,hydrocarbon poisoning
901,pericardial line sign
902,intraosseous gas sign
903,clear cell ependymoma
904,spondylosis deformans
905,epiploic appendagitis
906,tubulovillous adenoma
907,pseudocapsule (liver)
908,Weber type C fracture
909,neurological disorder
910,mitral valve prolapse
911,blueberry muffin sign
912,onion ring appearance
913,multicystic dysplasia
914,injury due to missile
915,displaces portal vein
916,plasma cell granuloma
917,cardiac insufficiency
918,granulomatous disease
919,subfalcine herniation
920,boutonniere deformity
921,vascular cut-off sign
922,tuberculous arthritis
923,splenic sequestration
924,gigantiform cementoma
925,lateral capsular sign
926,egg-on-its-side heart
927,segmental enhancement
928,depth of inspiration
929,symmetric liver sign
930,eosinophilic colitis
931,ghost vertebrae sign
932,cervicothoracic sign
933,renal adenocarcinoma
934,deep vein thrombosis
935,diaphragmatic hernia
936,splenic pedicle sign
937,multiple lesions >10
938,punched out erosions
939,Hill-Sachs deformity
940,nonossifying fibroma
941,coarse calcification
942,tension pneumothorax
943,central osteosarcoma
944,focal disc extrusion
945,vascular nodule sign
946,curlicue ureter sign
947,fibrous mesothelioma
948,rim sign of shoulder
949,bone marrow embolism
950,type 1 dens fracture
951,small cell carcinoma
952,stripe sign of chest
953,flared mandible sign
954,hereditary nephritis
955,dementia pugilistica
956,fibrous histiocytoma
957,non-Hodgkin lymphoma
958,attachment to pleura
959,large cell carcinoma
960,aspiration of liquid
961,Maisonneuve fracture
962,transitory synovitis
963,pericardial effusion
964,concentric ring sign
965,cystitis glandularis
966,ring sign of adrenal
967,central lucency sign
968,anterior drawer sign
969,top-of-the-knob sign
970,skull shape disorder
971,type 3 dens fracture
972,restricted diffusion
973,target sign of brain
974,air bronchogram sign
975,gull wing appearance
976,attachment to vessel
977,aneursymal bone cyst
978,mesoblastic nephroma
979,acinar cell neoplasm
980,May-Thurner syndrome
981,beak sign of pylorus
982,converging line sign
983,bulging fissure sign
984,floating myodil sign
985,fallen fragment sign
986,harlequin appearance
987,Klebsiella pneumonia
988,organizing pneumonia
989,ground glass pattern
990,melanocytic neoplasm
991,papillary meningioma
992,hemangioendothelioma
993,sternal cupping sign
994,dot and dash pattern
995,toxic encephalopathy
996,intermediate concern
997,pharyngeal dysphagia
998,mesenteric vein sign
999,contrast bubble sign
1000,giant cell arteritis
1001,non-mass enhancement
1002,Carman meniscus sign
1003,gnathic osteosarcoma
1004,Little Leaguer elbow
1005,stripe sign of brain
1006,hourglass appearance
1007,sandstorm appearance
1008,mucinous cystadenoma
1009,postoperative change
1010,accentuated lordosis
1011,plexiform schwannoma
1012,compartment syndrome
1013,high-output syndrome
1014,target sign of colon
1015,crazy-paving pattern
1016,deflected calyx sign
1017,neuroepithelial cyst
1018,multisystem disorder
1019,intracortical lipoma
1020,circumscribed margin
1021,regional enhancement
1022,mesothelial neoplasm
1023,acanthosis nigricans
1024,drug-induced colitis
1025,short bowel syndrome
1026,Budd-Chiari syndrome
1027,collapsing cord sign
1028,desmoplastic fibroma
1029,coarctation of aorta
1030,milk of calcium cyst
1031,ground-glass opacity
1032,Tolosa-Hunt syndrome
1033,major liver features
1034,tubo-ovarian abscess
1035,choroidal detachment
1036,Bartholin gland cyst
1037,suture calcification
1038,milk of calcium bile
1039,secretory meningioma
1040,periosteal chondroma
1041,target sign of liver
1042,multiple lesions 2-5
1043,atrial septal defect
1044,disorder of meninges
1045,rotatory subluxation
1046,intrathoracic kidney
1047,obstructive uropathy
1048,lambda sign of chest
1049,pars intermedia cyst
1050,valve pressure reset
1051,rectovesical fistula
1052,pulmonary hemorrhage
1053,type 2 dens fracture
1054,tension pneumo-orbit
1055,pulmonary aspiration
1056,subacute thyroiditis
1057,target practice sign
1058,infantile hemangioma
1059,lymphoid hyperplasia
1060,pulmonary infarction
1061,stippled enhancement
1062,rectovaginal fistula
1063,infectious synovitis
1064,tumbling bullet sign
1065,peripheral retention
1066,infarction of spleen
1067,toxic gas inhalation
1068,ameloblastic fibroma
1069,growth rate disorder
1070,capillary hemangioma
1071,developing asymmetry
1072,clustered microcysts
1073,lambda sign of aorta
1074,supinator notch sign
1075,cystic duct syndrome
1076,Kupffer cell sarcoma
1077,compression fracture
1078,gasless abdomen sign
1079,giant cell carcinoma
1080,blind pouch syndrome
1081,granulocytic sarcoma
1082,rheumatoid arthritis
1083,clear cell carcinoma
1084,paraseptal emphysema
1085,corkscrew bowel sign
1086,hypervascular lesion
1087,cementifying fibroma
1088,lye-induced disorder
