,name
318,subdivision of bony labyrinth
319,lateral caval lymphatic chain
320,trunk of left maxillary nerve
321,nervous system of male pelvis
322,right superior temporal gyrus
323,right lateral pterygoid nerve
324,medial condyle of right tibia
325,right hepatic lymphatic chain
326,region of surface of prostate
327,nerve to right thyroarytenoid
328,c6 root of right median nerve
329,rootlet of fifth sacral nerve
330,left superior olivary nucleus
331,petrous part of temporal bone
332,t7 branch to right multifidus
333,right posterior orbital gyrus
334,dorsal nucleus of vagus nerve
335,root of eighth thoracic nerve
336,belly of flexor carpi ulnaris
337,nerve to right pisiform joint
338,body of right caudate nucleus
339,left sacral sympathetic trunk
340,tail of right caudate nucleus
341,ligament of right elbow joint
342,right fifth thoracic ganglion
343,trunk of third cervical nerve
344,root of second cervical nerve
345,left half of base of prostate
346,root of spine of left scapula
347,posterior wall of greater sac
348,intestinal villus of duodenum
349,trunk of right chorda tympani
350,intermediolateral cell column
351,zone of internal jugular vein
352,right lateral occipital gyrus
353,subtendinous bursa of iliacus
354,atlantooccipital articulation
355,long posterior ciliary artery
356,sacral segment of spinal cord
357,c5 branch to right multifidus
358,trunk of left subcostal nerve
359,anterior genu of facial nerve
360,vestigial embryonic structure
361,nerve to first levator costae
362,muscle body of left supinator
363,branch of collateral ganglion
364,muscle body of biceps femoris
365,portion of excreted substance
366,white matter of temporal lobe
367,notch region of right scapula
368,central radiation of thalamus
369,left internal laryngeal nerve
370,posterior surface of appendix
371,set of corticothalamic fibers
372,sphincter of common bile duct
373,right central lateral nucleus
374,left ventral anterior nucleus
375,surface of left adrenal gland
376,abdominal parietal peritoneum
377,head of right semimembranosus
378,trunk of right cochlear nerve
379,nerve to flexor carpi ulnaris
380,second obtuse marginal artery
381,medial margin of right kidney
382,left rectus capitis lateralis
383,area of origin of teres major
384,trunk of fifth cervical nerve
385,musculature of female abdomen
386,epithelium of zone of stomach
387,nonglandular part of prostate
388,left dorsal tegmental nucleus
389,right caroticotympanic artery
390,nervous system of head proper
391,set of superior dental nerves
392,right prehippocampal rudiment
393,deep muscle of dorsal forearm
394,trunk of left subclavian vein
395,set of inferior dental nerves
396,inner nuclear layer of retina
397,medial dorsal cutaneous nerve
398,dorsal talonavicular ligament
399,left thalamogeniculate artery
400,rugal fold of body of stomach
401,trunk of right tympanic nerve
402,c5 root of left phrenic nerve
403,distal zone of biceps brachii
404,branch of long thoracic nerve
405,c8 branch to spinalis capitis
406,ventral posteromedial nucleus
407,bone proper of glenoid cavity
408,longitudinal fold of duodenum
409,dorsal nail matrix of big toe
410,right superior palpebral arch
411,internal surface of esophagus
412,root of medial pectoral nerve
413,nucleus of midbrain tegmentum
414,trunk of first thoracic nerve
415,belly of left palmaris longus
416,root of fourth cervical nerve
417,right lateral ampullary nerve
418,distal zone of right gracilis
419,left dorsal nerve of clitoris
420,inferior right pulmonary vein
421,retropharyngeal space of head
422,right rectus capitis anterior
423,medulla segment of dura mater
424,ependyma of cerebral aqueduct
425,left inferior occipital gyrus
426,trunk of first cervical nerve
427,zone of viscerocranial mucosa
428,l2 root of left femoral nerve
429,belly of right semitendinosus
430,left anterior temporal artery
431,gray matter of right thalamus
432,set of cervical spine vessels
433,c6 root of right radial nerve
434,c3 root of left phrenic nerve
435,c4 root of left phrenic nerve
436,intermediate zone of prostate
437,right greater occipital nerve
438,anatomically-specified artery
439,uvula of vermis of cerebellum
440,left superior ophthalmic vein
441,proximal metaphysis of fibula
442,nerve to latissimus dorsi (n)
443,c3 branch to right multifidus
444,trunk of left accessory nerve
445,outer region of renal pyramid
446,trunk of fifth thoracic nerve
447,rootlet of third sacral nerve
448,set of interspinales lumborum
449,white matter of metencephalon
450,nerve to tensor fasciae latae
451,cortex of left occipital lobe
452,right posterior pararenal fat
453,dorsal compartment of forearm
454,lingual branch of vagus nerve
455,right posteromarginal nucleus
456,trunk of left coccygeal nerve
457,distal zone of left sartorius
458,third lumbrical of right hand
459,nerve to left palmaris brevis
460,deep layer of temporal fascia
461,zone of diaphysis of clavicle
462,muscle body of rhomboid major
463,surface of region of vertebra
464,muscle body of right anconeus
465,subdivision of splenic artery
466,trunk of ninth thoracic nerve
467,rugal fold of zone of stomach
468,extensor carpi ulnaris tendon
469,nerve to right femoral artery
470,right pallidohabenular bundle
471,right tenth intercostal nerve
472,skin of posterior part of leg
473,intramural part of myometrium
474,neural tissue of diencephalon
475,nerve to depressor septi nasi
476,left cervicothoracic ganglion
477,nerve to left stylopharyngeus
478,zone of right coronary artery
479,dorsal supraoptic decussation
480,triangular fossa of antihelix
481,petro-occipital synchondrosis
482,right lateral tuberal nucleus
483,serosa of uterine tube proper
484,anterior talofibular ligament
485,cavity of left calcarine spur
486,suprachoroid lamina of sclera
487,left abductor pollicis longus
488,left anterior cingulate gyrus
489,left retro-olivary cell group
490,medial occipitotemporal gyrus
491,surface of left parietal lobe
492,branch of thoracodorsal nerve
493,t11 branch to left multifidus
494,tendon of right subscapularis
495,temporal line of frontal bone
496,left anterior accessory gyrus
497,right third thoracic ganglion
498,lateral surface of left ovary
499,left arteria radialis indicis
500,subdivision of central lobule
501,submucosa of transverse colon
502,upper anterior abdominal wall
503,set of autonomic nerve fibers
504,set of cuneocerebellar fibers
505,right suprachiasmatic nucleus
506,distal zone of semitendinosus
507,tendon of compressor urethrae
508,gray matter of gracile lobule
509,anterior compartment of thigh
510,anterior root of sacral nerve
511,nerve to auricularis superior
512,interlobular artery of kidney
513,cartilage of coracoid process
514,second interspinalis lumborum
515,distal zone of left popliteus
516,trunk of third thoracic nerve
517,left greater splanchnic nerve
518,root of right coccygeal nerve
519,c7 branch to splenius capitis
520,left lateral cervical nucleus
521,proximal metaphysis of radius
522,left middle suprarenal artery
523,right half of thoracic cavity
524,wall of lower uterine segment
525,right second thoracic rotator
526,t3 branch to splenius capitis
527,submucosal gland of esophagus
528,genu of left internal capsule
529,left posterior ciliary artery
530,right secondary visual cortex
531,right medullary anterior horn
532,median glosso-epiglottic fold
533,left trigeminal motor nucleus
534,c6 branch to splenius capitis
535,fourth lumbar spinal ganglion
536,c5 branch to splenius capitis
537,inferior nasal retinal venule
538,metaphysis of metacarpal bone
539,right lateral globus pallidus
540,belly of right biceps femoris
541,vein of right olfactory gyrus
542,t2 branch to right multifidus
543,periumbilical part of abdomen
544,right inferior palpebral arch
545,right medial paracolic gutter
546,trunk of right saccular nerve
547,trunk of right pudendal nerve
548,surface proper of psoas major
549,tendon of longissimus capitis
550,neural tissue of lumbar nerve
551,left lateral prostatic fascia
552,right primary auditory cortex
553,left second thoracic ganglion
554,tendon of left semitendinosus
555,lateral cricoarytenoid muscle
556,set of pontocerebellar fibers
557,l3 branch to right multifidus
558,tendinous arch of levator ani
559,nerve to auricularis anterior
560,skin of anterior part of knee
561,lower anterior abdominal wall
562,c7 root of right median nerve
563,subdivision of lesser omentum
564,t6 branch to right multifidus
565,prevesicular lymphatic vessel
566,neural tissue of facial nerve
567,right radial recurrent artery
568,c8 branch to right multifidus
569,t1 root of right radial nerve
570,superficial hypothenar muscle
571,belly of left bulbospongiosus
572,ostium of common hepatic duct
573,posterior suboccipital muscle
574,tendon of right medial rectus
575,trunk of nerve to psoas major
576,lumen of middle part of ileum
577,common iliac lymphatic vessel
578,left anterior pararenal space
579,sphenooccipital synchondrosis
580,segment of long insular gyrus
581,non-articular part of patella
582,right masseteric nerve proper
583,eponychium of right third toe
584,left anterior cerebral artery
585,left middle cervical ganglion
586,right tenth thoracic ganglion
587,fourth interspinalis lumborum
588,lateral column of gray matter
589,left inferior ophthalmic vein
590,inner medulla of right kidney
591,pelvic part of wall of ureter
592,lumen of superior minor calyx
593,ligament of intercarpal joint
594,labial branch of mental nerve
595,parametrium of body of uterus
596,thoracic segment of body wall
597,right half of corpus callosum
598,left anterior ethmoidal nerve
599,left basal amygdaloid nucleus
600,extensor digiti minimi tendon
601,brodmann area 31 of precuneus
602,lumen of main pancreatic duct
603,right anterior auricular vein
604,set of solid abdominal organs
605,ligament of right wrist joint
606,muscle layer of pyloric canal
607,left round ligament of uterus
608,lateral epicondyle of humerus
609,second sacral spinal ganglion
610,right accessory parotid gland
611,cervical vertebral arch joint
612,left internal thoracic artery
613,stroma of right lobe of liver
614,muscle body of left trapezius
615,posterior part of right thigh
616,c4 branch to levator scapulae
617,sternal end of right clavicle
618,right suprageniculate nucleus
619,posterior compartment of neck
620,medial patellotibial ligament
621,surface of infraspinous fossa
622,anterior root of spinal nerve
623,neural network of right ankle
624,nerve to left midcarpal joint
625,inferior extensor retinaculum
626,variation of lateral meniscus
627,c8 branch to splenius capitis
628,anterior surface of esophagus
629,connective tissue of prostate
630,left dorsal nucleus of Clarke
631,t8 branch to right multifidus
632,white matter of orbital gyrus
633,t4 branch to spinalis capitis
634,acromial part of left deltoid
635,region of parietal peritoneum
636,l3 root of left femoral nerve
637,mucosa of common hepatic duct
638,branch of celiac nerve plexus
639,proximal epiphysis of humerus
640,hilum of left dentate nucleus
641,left lateral lobe of prostate
642,vertical occipital fasciculus
643,renal papilla of right kidney
644,branch of genitofemoral nerve
645,nerve to left adductor longus
646,neural network of right cheek
647,trunk of left obturator nerve
648,costotransverse process joint
649,glandular part of endometrium
650,vein of right caudate nucleus
651,superior pole of right kidney
652,lateral condyle of left tibia
653,area of origin of teres minor
654,lateral margin of left kidney
655,rootlet of fifth lumbar nerve
656,left corticorubrospinal tract
657,thoracic segment of pia mater
658,abductor digiti minimi muscle
659,subdivision of laryngopharynx
660,root of second thoracic nerve
661,stroma of left ovarian cortex
662,muscle body of semitendinosus
663,t9 branch to right multifidus
664,cortex of right temporal lobe
665,nail bed proper of little toe
666,left superior cerebellar vein
667,medial cutaneous nerve of leg
668,nerve to fifth levator costae
669,right dorsal thoracic nucleus
670,right dorsal lobe of prostate
671,white matter of dentate gyrus
672,white matter of telencephalon
673,articular process of vertebra
674,left anterior amygdaloid area
675,trunk of medial plantar nerve
676,medullary reticular formation
677,left superior occipital gyrus
678,right lesser splanchnic nerve
679,recurrent interosseous artery
680,spine proper of right scapula
681,isthmus of right uterine tube
682,superior nasal retinal artery
683,superior two-thirds of rectum
684,zone of capitohamate ligament
685,nerve to tensor veli palatini
686,trunk of left utricular nerve
687,segment of cerebellar medulla
688,left diaphragmatic peritoneum
689,right posterior spinal artery
690,celiac lymphatic chain proper
691,t12 branch to left multifidus
692,submucosa of common bile duct
693,inferior recess of lesser sac
694,c7 branch to spinalis capitis
695,superior bulb of jugular vein
696,right thoraco-acromial artery
697,muscle body of left popliteus
698,left medial habenular nucleus
699,posterior quadrangular lobule
700,nerve to right gluteus medius
701,muscle body of rectus femoris
702,white matter of lingual gyrus
703,mucosa of zone of gallbladder
704,neural network of body proper
705,branch of sacral nerve plexus
706,muscle body of left coccygeus
707,suprapyloric lymphatic vessel
708,outer nuclear layer of retina
709,c8 root of right median nerve
710,base of spine of left scapula
711,eponychium of left second toe
712,tendon of left lateral rectus
713,posterior sacroiliac ligament
714,external surface of intestine
715,synovium of radiocarpal joint
716,neural network of male breast
717,t2 branch to splenius capitis
718,outer stripe of renal pyramid
719,subserosa of descending colon
720,sphenoethmoidal synchondrosis
721,l4 branch to right multifidus
722,deep head of supinator muscle
723,subserosa of duodenal ampulla
724,right first thoracic ganglion
725,submucosa of duodenal ampulla
726,proximal tendon of subclavius
727,set of heterogeneous clusters
728,space of compartment of trunk
729,left spinal reticular nucleus
730,right medial pulvinar nucleus
731,neural network of head proper
732,skin of lateral part of ankle
733,segment of paracentral lobule
734,anterior part of left patella
735,lateral head of gastrocnemius
736,frontal crest of frontal bone
737,left vestibulocochlear artery
738,left posterior auricular vein
739,right fifth intercostal nerve
740,epithelium proper of duodenum
741,medial basal segmental artery
742,second lumbrical of left hand
743,neural network of left testis
744,endometrium of body of uterus
745,zone of osseous spiral lamina
746,lateral region of left breast
747,areola of right female breast
748,left hemisphere of cerebellum
749,left lateral occipital artery
750,tendon of muscle of right arm
751,flexor hallucis brevis muscle
752,left fourth thoracic ganglion
753,posterior conjunctival artery
754,annular recess of elbow joint
755,ventral tegmental decussation
756,root of left subclavian nerve
757,right meniscofemoral ligament
758,distal zone of rectus femoris
759,subsegmental pulmonary artery
760,left tuberomammillary nucleus
761,right eleventh thoracic nerve
762,submucosal part of myometrium
763,second lumbar spinal ganglion
764,inner stripe of renal pyramid
765,interstitial tissue of spleen
766,first posterior central gyrus
767,c8 root of right radial nerve
768,left superior olivary complex
769,diaphysis proper of left ulna
770,palmar branch of median nerve
771,flexor hallucis longus muscle
772,c7 root of right radial nerve
773,lateral part of left acromion
774,renal pyramid of right kidney
775,anterior fibromuscular stroma
776,s2 branch to right multifidus
777,accessory left gastric artery
778,nerve to right tensor tympani
779,glandular columnar epithelium
780,neural network of right thigh
781,cardiac branch of vagus nerve
782,left subclavian artery proper
783,t2 branch to spinalis capitis
784,CSF in left lateral ventricle
785,right dorsal trigeminal tract
786,surface of left subscapularis
787,right lateral geniculate body
788,epimysium of left psoas major
789,superior extensor retinaculum
790,left superior genicular nerve
791,left superior thoracic artery
792,right ventral lateral nucleus
793,buccal branch of facial nerve
794,region of surface of pancreas
795,left posterior ethmoidal vein
796,reticular nucleus of thalamus
797,right inferior macular artery
798,t1 branch to spinalis capitis
799,right set of olfactory nerves
800,medullary vein of septal vein
801,nerve to sixth levator costae
802,left popliteofibular ligament
803,skin of lateral part of thigh
804,trunk of right perineal nerve
805,sulcus intermedius of stomach
806,nerve to tenth levator costae
807,left subgenual frontal cortex
808,afferent glomerular arteriole
809,right sixth thoracic ganglion
810,trunk of left axillary artery
811,flexor pollicis longus tendon
812,extensor carpi ulnaris muscle
813,suspensory ligament of breast
814,subserosal part of myometrium
815,ansiform lobule of cerebellum
816,lateral part of right scapula
817,capsule of costocentral joint
818,nerve to left superior rectus
819,nerve to left inferior rectus
820,occipital fusiform gyrus (oF)
821,c2 branch to right multifidus
822,mucosa of neck of gallbladder
823,volar ulnotriquetral ligament
824,muscle body of muscle of hand
825,l2 branch to right multifidus
826,white matter of cerebral lobe
827,eponychium of left little toe
828,right pisometacarpal ligament
829,t5 branch to right multifidus
830,ligament of cuneocuboid joint
831,lumen of distal part of ileum
832,acromial end of left clavicle
833,brodmann area 18 of precuneus
834,epithelium of large intestine
835,s3 branch to right multifidus
836,vasculature of peritoneal sac
837,right median lobe of prostate
838,nucleus of left diagonal band
839,right hypoglossal nerve tract
840,subdivision of rima glottidis
841,tendon of multifidus cervicis
842,lamina of cerebral hemisphere
843,trunk of nerve to psoas minor
844,t1 root of right median nerve
845,nerve to ninth levator costae
846,posterior interosseous artery
847,ependyma of lateral ventricle
848,branch of suprascapular nerve
849,neural network of right elbow
850,serosa of neck of gallbladder
851,left corticotectospinal tract
852,belly of left semimembranosus
853,set of gastric nerve plexuses
854,trunk of left stapedius nerve
855,mental branch of mental nerve
856,belly of right rectus femoris
857,compartment of middle abdomen
858,meyer loop of optic radiation
859,white matter of temporal pole
860,lamina propria of major calyx
861,styloid process of right ulna
862,left dorsal hypothalamic area
863,body of right medial meniscus
864,c4 branch to spinalis capitis
865,neural network of left kidney
866,nerve to pisotriquetral joint
867,cord of brachial nerve plexus
868,epithelium of small intestine
869,right superior macular artery
870,nerve to right rhomboid major
871,dorsal external arcuate tract
872,tibial intercondylar eminence
873,left transverse cervical vein
874,proximal nail fold of big toe
875,trunk of left saphenous nerve
876,external surface of esophagus
877,left anterior auricular nerve
878,nerve to right pronator teres
879,neural tissue of sacral nerve
880,neural network of male thorax
881,tendon of left longus capitis
882,left transverse pontine tract
883,distal tendon of right soleus
884,axillary region of right lung
885,right inferior alveolar nerve
886,c4 branch to splenius capitis
887,right lumbar lymphatic vessel
888,vestibulocochlear nerve tract
889,inferior nasal retinal artery
890,head of right caudate nucleus
891,cuneate fasciculus of medulla
892,segment of left lobe of liver
893,left extensor pollicis brevis
894,lower esophageal mucosal ring
895,right vestibulocochlear nerve
896,subcervical gland of Albarran
897,right inferior temporal gyrus
898,left extensor pollicis longus
899,flexor pollicis longus muscle
900,posterior paraolfactory gyrus
901,s4 branch to right multifidus
902,right posterior scrotal nerve
903,body part subdivision cluster
904,nail bed proper of fourth toe
905,left lateral paracolic gutter
906,left lateral preoptic nucleus
907,left medial division of liver
908,inferior pole of right kidney
909,hyponychium of left third toe
910,glenoidal rim of left scapula
911,muscle body of right gracilis
912,set of paraventricular fibers
913,neural tissue of spinal nerve
914,left lateral pulvinar nucleus
915,right medial palpebral artery
916,deep dorsal vein of left hand
917,tympanic lip of spiral limbus
918,right flexor digitorum longus
919,olfactory nerve-tract complex
920,medial condyle of right femur
921,anterior tibial muscle tendon
922,medulla part of central canal
923,muscle body of pronator teres
924,neural network of chest wall
925,neural tissue of spinal cord
926,right puboprostatic ligament
927,skin of medial part of ankle
928,second short gyrus of insula
929,zone of trunk of azygos vein
930,lateral palpebral commissure
931,right somatic sensory cortex
932,right least splanchnic nerve
933,left sixth thoracic ganglion
934,s4 branch to left multifidus
935,wall of inferior major calyx
936,asymmetric tubular structure
937,hyponychium of right big toe
938,compartment of female pelvis
939,medial lemniscus of midbrain
940,surface of region of scapula
941,left posterior perirenal fat
942,white matter of diencephalon
943,left lateral tuberal nucleus
944,t3 branch to left multifidus
945,lateral root of median nerve
946,nerve to right palatoglossus
947,sphincter of urinary bladder
948,nerve to right supraspinatus
949,surface of right psoas major
950,posterior surface of pylorus
951,deep part of masseter muscle
952,epiphysis of metatarsal bone
953,neural network of right knee
954,third sacral spinal ganglion
955,interlobular stroma of liver
956,appendicular lymphatic chain
957,c6 root of left median nerve
958,isthmus of left uterine tube
959,right anterior orbital gyrus
960,tract of segment of neuraxis
961,dentate gyrus of hippocampus
962,surface of right teres minor
963,lunate surface of acetabulum
964,nerve to right gastrocnemius
965,interstitial tissue of liver
966,subserosa of large intestine
967,wall of superior major calyx
968,transverse muscle of auricle
969,head of part of muscle organ
970,anterior compartment of neck
971,left coracoid process proper
972,root of ninth thoracic nerve
973,subserosa of region of liver
974,midbrain reticular formation
975,root of sixth cervical nerve
976,cortex of left parietal lobe
977,right lumbar lymphatic trunk
978,right lateral inguinal fossa
979,posteromedian medullary vein
980,left pallidohabenular bundle
981,subdivision of cystic artery
982,right fifth thoracic rotator
983,tendon of obturator externus
984,set of efferent nerve fibers
985,wall of superior minor calyx
986,medial condyle of left tibia
987,nail bed of right little toe
988,region of palmar aponeurosis
989,muscle body of left anconeus
990,right colic lymphatic vessel
991,median ridge of left patella
992,trunk of second sacral nerve
993,neural network of right hand
994,epithelium of duodenal gland
995,set of dento-alveolar joints
996,median cricothyroid ligament
997,suspensory ligament of globe
998,crypt of Lieberkuhn of ileum
999,body of left caudate nucleus
1000,left anterior ciliary artery
1001,trunk of right femoral nerve
1002,minor alar cartilage of nose
1003,s2 branch to left multifidus
1004,belly of sternocleidomastoid
1005,left greater occipital nerve
1006,left anterior ethmoidal vein
1007,anterior surface of pancreas
1008,segment of neural tree organ
1009,retro-aortic lymphatic chain
1010,t1 root of left radial nerve
1011,region of surface of adrenal
